1	11329	0
1	11319	0
1	11307	0
1	11287	0
1	11281	0
1	11252	0
1	11233	0
1	11228	0
1	11188	0
1	11179	0
1	11162	0
1	11145	0
1	11137	0
1	11136	0
1	11035	0
1	11032	0
1	11027	0
1	11022	0
1	10918	0
1	10914	0
1	10902	0
1	10877	0
1	10869	0
1	10833	0
1	10829	0
1	10827	0
1	10810	0
1	10800	0
1	10792	0
1	10790	0
1	10781	0
1	10753	0
1	10729	0
1	10703	0
1	10699	0
1	10676	0
1	10673	0
1	10670	0
1	10663	0
1	10661	0
1	10660	0
1	10609	0
1	10606	0
1	10604	0
1	10598	0
1	10569	0
1	10504	0
1	10487	0
1	10358	0
1	10349	0
1	10327	0
1	10270	0
1	10266	0
1	10246	0
1	10206	0
1	10176	0
1	10148	0
1	10121	0
1	10119	0
1	9971	0
1	9938	0
1	9936	0
1	9924	0
1	9883	0
1	9869	0
1	9811	0
1	9810	0
1	9792	0
1	9768	0
1	9764	0
1	9745	0
1	9739	0
1	9729	0
1	9727	0
1	9715	0
1	9714	0
1	9707	0
1	9554	0
1	9552	0
1	9486	0
1	9452	0
1	9407	0
1	9392	0
1	9378	0
1	9354	0
1	9353	0
1	9295	0
1	9277	0
1	9257	0
1	9255	0
1	9222	0
1	9201	0
1	9187	0
1	9173	0
1	9167	0
1	9165	0
1	9135	0
1	9129	0
1	9117	0
1	9113	0
1	9058	0
1	9055	0
1	9027	0
1	9024	0
1	9020	0
1	8996	0
1	8943	0
1	8926	0
1	8902	0
1	8892	0
1	8887	0
1	8885	0
1	8870	0
1	8825	0
1	8774	0
1	8665	0
1	8628	0
1	8620	0
1	8581	0
1	8579	0
1	8551	0
1	8538	0
1	8527	0
1	8491	0
1	8480	0
1	8424	0
1	8407	0
1	8389	0
1	8366	0
1	8355	0
1	8351	0
1	8341	0
1	8340	0
1	8304	0
1	8270	0
1	8259	0
1	8257	0
1	8254	0
1	8244	0
1	8233	0
1	8215	0
1	8194	0
1	8112	0
1	8105	0
1	8096	0
1	8030	0
1	8019	0
1	8018	0
1	7984	0
1	7978	0
1	7969	0
1	7966	0
1	7961	0
1	7929	0
1	7920	0
1	7904	0
1	7859	0
1	7850	0
1	7704	0
1	7682	0
1	7677	0
1	7668	0
1	7635	0
1	7541	0
1	7535	0
1	7494	0
1	7474	0
1	7465	0
1	7463	0
1	7417	0
1	7375	0
1	7369	0
1	7340	0
1	7306	0
1	7256	0
1	7254	0
1	7173	0
1	7130	0
1	7089	0
1	7041	0
1	7040	0
1	7019	0
1	6999	0
1	6989	0
1	6950	0
1	6927	0
1	6887	0
1	6719	0
1	6702	0
1	6643	0
1	6612	0
1	6608	0
1	6602	0
1	6592	0
1	6588	0
1	6576	0
1	6572	0
1	6562	0
1	6517	0
1	6504	0
1	6468	0
1	6416	0
1	6403	0
1	6353	0
1	6344	0
1	6333	0
1	6314	0
1	6294	0
1	6283	0
1	6246	0
1	6235	0
1	6215	0
1	6175	0
1	6170	0
1	6127	0
1	6106	0
1	6097	0
1	6084	0
1	6079	0
1	6056	0
1	6037	0
1	5998	0
1	5896	0
1	5886	0
1	5880	0
1	5804	0
1	5733	0
1	5624	0
1	5604	0
1	5559	0
1	5531	0
1	5524	0
1	5487	0
1	5477	0
1	5337	0
1	5318	0
1	5307	0
1	5286	0
1	5274	0
1	5255	0
1	5229	0
1	5225	0
1	5176	0
1	5141	0
1	5108	0
1	5090	0
1	5050	0
1	5048	0
1	5018	0
1	4976	0
1	4954	0
1	4920	0
1	4891	0
1	4841	0
1	4832	0
1	4830	0
1	4792	0
1	4782	0
1	4718	0
1	4620	0
1	4619	0
1	4611	0
1	4587	0
1	4579	0
1	4561	0
1	4532	0
1	4529	0
1	4493	0
1	4459	0
1	4442	0
1	4441	0
1	4418	0
1	4414	0
1	4402	0
1	4385	0
1	4358	0
1	4308	0
1	4278	0
1	4245	0
1	4241	0
1	4234	0
1	4226	0
1	4165	0
1	4143	0
1	4107	0
1	4010	0
1	3993	0
1	3966	0
1	3955	0
1	3939	0
1	3932	0
1	3916	0
1	3911	0
1	3882	0
1	3880	0
1	3877	0
1	3864	0
1	3843	0
1	3832	0
1	3813	0
1	3758	0
1	3754	0
1	3730	0
1	3726	0
1	3714	0
1	3710	0
1	3697	0
1	3615	0
1	3509	0
1	3506	0
1	3418	0
1	3397	0
1	3378	0
1	3369	0
1	3357	0
1	3321	0
1	3262	0
1	3252	0
1	3249	0
1	3247	0
1	3194	0
1	3186	0
1	3180	0
1	3178	0
1	3174	0
1	3172	0
1	3165	0
1	3144	0
1	3130	0
1	3078	0
1	3069	0
1	3066	0
1	3065	0
1	3010	0
1	2992	0
1	2985	0
1	2963	0
1	2907	0
1	2842	0
1	2782	0
1	2741	0
1	2726	0
1	2710	0
1	2695	0
1	2694	0
1	2684	0
1	2637	0
1	2605	0
1	2590	0
1	2551	0
1	2540	0
1	2526	0
1	2447	0
1	2316	0
1	2270	0
1	2234	0
1	2180	0
1	2175	0
1	2132	0
1	2086	0
1	2035	0
1	2013	0
1	2011	0
1	2000	0
1	1997	0
1	1973	0
1	1893	0
1	1890	0
1	1856	0
1	1854	0
1	1844	0
1	1838	0
1	1836	0
1	1804	0
1	1801	0
1	1798	0
1	1795	0
1	1787	0
1	1776	0
1	1775	0
1	1761	0
1	1752	0
1	1740	0
1	1737	0
1	1709	0
1	1693	0
1	1682	0
1	1679	0
1	1668	0
1	1654	0
1	1642	0
1	1618	0
1	1598	0
1	1562	0
1	1555	0
1	1550	0
1	1538	0
1	1530	0
1	1521	0
1	1512	0
1	1477	0
1	1473	0
1	1451	0
1	1406	0
1	1404	0
1	1391	0
1	1388	0
1	1345	0
1	1341	0
1	1330	0
1	1329	0
1	1325	0
1	1318	0
1	1306	0
1	1302	0
1	1265	0
1	1211	0
1	1197	0
1	1166	0
1	1130	0
1	1122	0
1	1085	0
1	1082	0
1	1081	0
1	1080	0
1	1039	0
1	1029	0
